schools,year,hhabit,parksd,medu,girl,sports,bmi,chrt
35,2038,Yes,3,10,Yes,Yes,19.904377,2038
27,2038,No,6,19,Yes,Yes,33.8004,0
37,2036,Yes,6,8,No,No,30.770391,2036
28,2034,No,3,9,No,No,19.094524,0
14,2037,No,5,12,No,No,21.999735,0
35,2036,No,3,10,Yes,Yes,29.743389,2038
5,2032,No,4,12,No,No,24.01174,0
20,2035,No,4,11,Yes,No,28.733206,0
7,2040,No,5,18,Yes,No,31.345886,0
11,2033,No,7,11,Yes,No,27.605068,0
18,2037,No,5,10,No,Yes,23.397045,0
21,2040,No,4,9,No,Yes,19.676767,0
11,2033,No,7,9,No,No,24.921991,0
2,2034,Yes,6,9,Yes,Yes,28.594164,2034
31,2036,No,3,9,No,Yes,22.536947,2038
18,2033,No,5,13,No,No,28.836617,0
19,2038,No,5,19,Yes,Yes,30.090469,0
19,2033,No,5,9,Yes,No,24.000387,0
10,2040,No,6,8,Yes,Yes,31.452059,0
14,2040,No,5,19,No,Yes,23.569326,0
33,2040,Yes,3,12,No,No,28.626913,2038
9,2033,No,3,8,No,No,19.072615,0
1,2037,Yes,6,9,No,Yes,23.999216,2034
16,2035,No,3,8,Yes,Yes,26.961695,0
3,2035,Yes,5,9,Yes,No,34.79731,2034
37,2032,No,6,13,Yes,No,33.896801,2036
13,2040,No,3,10,Yes,Yes,25.261715,0
8,2032,No,4,7,No,Yes,29.943455,0
22,2034,No,5,9,Yes,No,28.595285,0
6,2034,No,6,16,Yes,Yes,18.90122,0
39,2035,No,6,9,Yes,Yes,24.641283,2036
3,2036,Yes,5,9,No,Yes,22.735106,2034
16,2040,No,3,9,No,Yes,21.182932,0
22,2032,No,5,9,Yes,Yes,24.252262,0
31,2037,No,3,11,Yes,No,23.936684,2038
38,2038,Yes,7,12,No,Yes,21.574659,2036
5,2035,No,4,9,Yes,Yes,29.973145,0
2,2036,Yes,6,15,Yes,No,25.893515,2034
10,2039,No,6,10,No,Yes,24.887053,0
36,2037,Yes,3,8,Yes,No,18.040737,2036
34,2032,No,3,9,No,Yes,29.245813,2038
5,2037,No,4,9,No,Yes,20.492317,0
1,2039,Yes,6,8,No,Yes,23.068186,2034
26,2039,No,4,11,Yes,No,20.755207,0
5,2036,No,4,9,Yes,Yes,19.535265,0
11,2039,No,7,10,Yes,Yes,25.277243,0
30,2034,No,6,9,No,Yes,27.423597,0
15,2034,No,5,8,No,No,32.324642,0
6,2036,No,6,9,Yes,No,30.573925,0
18,2036,No,5,11,Yes,Yes,23.204334,0
30,2033,No,6,13,No,Yes,23.13707,0
5,2033,No,4,9,Yes,No,23.281197,0
6,2036,No,6,10,Yes,Yes,31.270191,0
40,2040,Yes,4,8,Yes,Yes,32.206039,2036
24,2036,No,5,8,Yes,Yes,17.414444,0
4,2034,No,5,8,No,No,20.812639,0
5,2038,No,4,8,Yes,Yes,30.580494,0
15,2033,No,5,9,No,No,20.541149,0
40,2038,Yes,4,11,No,No,26.169413,2036
35,2033,No,3,12,No,No,25.05488,2038
21,2039,No,4,11,No,Yes,27.666714,0
27,2034,No,6,9,Yes,Yes,19.104303,0
15,2032,No,5,9,No,Yes,28.214275,0
5,2040,No,4,11,Yes,Yes,31.988258,0
35,2033,No,3,12,Yes,Yes,20.184372,2038
15,2040,No,5,9,No,Yes,30.700546,0
33,2035,No,3,11,No,Yes,20.237902,2038
16,2037,No,3,9,Yes,Yes,31.405233,0
2,2033,No,6,9,Yes,Yes,20.022276,2034
20,2035,No,4,12,No,Yes,25.745398,0
38,2036,Yes,7,9,Yes,Yes,25.048698,2036
39,2035,No,6,11,Yes,Yes,19.279562,2036
9,2040,No,3,0,Yes,Yes,20.185814,0
9,2040,No,3,7,No,Yes,30.793436,0
2,2032,No,6,19,Yes,No,21.832912,2034
26,2038,No,4,9,No,Yes,22.584188,0
29,2040,No,3,9,Yes,No,22.034092,0
40,2037,Yes,4,9,No,Yes,27.174189,2036
2,2036,Yes,6,9,No,No,31.422953,2034
30,2040,No,6,8,Yes,No,27.534483,0
3,2040,Yes,5,9,No,Yes,19.587679,2034
26,2034,No,4,11,No,Yes,27.752842,0
11,2035,No,7,12,Yes,Yes,30.241016,0
29,2039,No,3,19,Yes,Yes,28.215105,0
23,2040,No,2,9,Yes,Yes,22.419374,0
19,2034,No,5,10,Yes,Yes,29.794279,0
19,2040,No,5,8,No,Yes,17.927803,0
27,2038,No,6,11,No,No,31.570602,0
17,2036,No,6,9,Yes,Yes,34.040245,0
2,2035,Yes,6,9,No,Yes,29.956579,2034
25,2038,No,5,13,No,Yes,15.462339,0
5,2038,No,4,10,Yes,Yes,32.270294,0
8,2039,No,4,9,No,No,27.841038,0
8,2037,No,4,9,Yes,Yes,28.102196,0
20,2039,No,4,9,No,No,30.728367,0
22,2034,No,5,10,Yes,Yes,20.128223,0
2,2032,No,6,12,Yes,Yes,30.422577,2034
12,2040,No,5,9,Yes,No,22.034559,0
28,2040,No,3,10,No,Yes,30.324587,0
2,2033,No,6,12,Yes,Yes,24.588827,2034
25,2036,No,5,9,No,No,26.969978,0
30,2040,No,6,9,No,No,20.977482,0
6,2038,No,6,8,Yes,Yes,35.391788,0
14,2039,No,5,8,Yes,Yes,28.383379,0
35,2038,Yes,3,9,No,Yes,16.09004,2038
1,2037,Yes,6,9,No,Yes,9.9405832,2034
24,2034,No,5,11,No,Yes,20.770586,0
6,2040,No,6,9,Yes,Yes,32.886101,0
6,2038,No,6,9,Yes,Yes,21.514008,0
6,2035,No,6,9,No,Yes,18.731667,0
16,2033,No,3,8,No,Yes,16.369286,0
12,2037,No,5,7,Yes,Yes,21.152725,0
23,2034,No,2,12,Yes,Yes,29.662859,0
15,2039,No,5,10,Yes,Yes,21.971489,0
31,2034,No,3,9,No,Yes,24.864128,2038
24,2036,No,5,9,Yes,Yes,32.009846,0
2,2036,Yes,6,19,No,Yes,18.887653,2034
26,2032,No,4,8,No,Yes,26.468836,0
21,2033,No,4,10,Yes,No,29.33057,0
25,2033,No,5,9,Yes,No,31.34367,0
1,2039,Yes,6,7,No,Yes,25.983049,2034
34,2034,No,3,9,Yes,No,29.718573,2038
40,2035,No,4,10,No,Yes,28.340471,2036
39,2035,No,6,9,Yes,Yes,31.563948,2036
21,2032,No,4,15,No,Yes,24.988327,0
10,2036,No,6,12,Yes,Yes,31.771818,0
22,2034,No,5,9,No,Yes,24.871895,0
39,2037,Yes,6,8,Yes,Yes,29.44305,2036
31,2032,No,3,12,Yes,Yes,28.063551,2038
1,2032,No,6,9,No,Yes,24.231052,2034
28,2036,No,3,9,Yes,No,26.040947,0
29,2037,No,3,13,No,Yes,21.273432,0
21,2034,No,4,9,No,No,22.130955,0
8,2033,No,4,9,Yes,No,30.944153,0
7,2039,No,5,7,Yes,Yes,26.434427,0
12,2038,No,5,9,Yes,No,17.885054,0
32,2032,No,3,9,Yes,No,23.34827,2038
5,2035,No,4,9,No,Yes,30.416916,0
31,2036,No,3,9,No,Yes,35.187397,2038
40,2037,Yes,4,8,No,No,15.674385,2036
20,2032,No,4,9,Yes,Yes,17.175949,0
5,2034,No,4,10,No,Yes,19.501825,0
12,2039,No,5,8,No,Yes,16.38699,0
9,2039,No,3,9,No,Yes,18.644814,0
9,2039,No,3,14,Yes,Yes,24.962643,0
35,2039,Yes,3,10,No,Yes,19.689634,2038
14,2033,No,5,8,Yes,No,19.311714,0
13,2040,No,3,9,No,Yes,21.020359,0
14,2036,No,5,12,No,No,28.772009,0
20,2036,No,4,8,Yes,Yes,32.378376,0
21,2036,No,4,9,Yes,Yes,22.971823,0
36,2040,Yes,3,9,No,Yes,25.383705,2036
24,2034,No,5,9,Yes,No,25.041485,0
25,2040,No,5,10,Yes,No,32.923832,0
40,2032,No,4,9,No,Yes,22.304316,2036
2,2036,Yes,6,12,No,Yes,21.934107,2034
37,2037,Yes,6,9,Yes,Yes,20.519997,2036
21,2038,No,4,8,No,Yes,28.136545,0
32,2038,Yes,3,10,Yes,Yes,16.42272,2038
31,2040,Yes,3,10,Yes,Yes,22.270115,2038
2,2035,Yes,6,9,Yes,Yes,16.620417,2034
17,2039,No,6,9,No,Yes,23.465637,0
35,2039,Yes,3,8,No,Yes,19.533363,2038
39,2033,No,6,9,No,No,29.968321,2036
24,2037,No,5,9,No,Yes,18.077816,0
5,2040,No,4,11,No,Yes,33.047878,0
2,2040,Yes,6,11,Yes,No,29.5305,2034
30,2035,No,6,10,Yes,No,33.011524,0
11,2040,No,7,12,Yes,Yes,24.408638,0
11,2038,No,7,10,No,Yes,32.680298,0
34,2033,No,3,9,Yes,Yes,23.045839,2038
9,2037,No,3,9,No,No,19.433588,0
8,2032,No,4,10,Yes,No,22.97587,0
31,2040,Yes,3,9,No,Yes,20.081593,2038
5,2039,No,4,9,No,No,32.217773,0
1,2039,Yes,6,9,Yes,Yes,24.408663,2034
17,2038,No,6,12,Yes,No,22.366581,0
12,2037,No,5,10,No,No,23.841185,0
40,2032,No,4,9,Yes,No,23.181383,2036
25,2034,No,5,9,Yes,Yes,18.482822,0
20,2039,No,4,8,Yes,Yes,21.053656,0
10,2038,No,6,12,No,No,24.231218,0
31,2037,No,3,8,Yes,Yes,32.447338,2038
33,2035,No,3,9,Yes,Yes,18.344496,2038
12,2034,No,5,8,Yes,Yes,20.717802,0
34,2039,Yes,3,10,No,Yes,20.166447,2038
4,2040,No,5,9,No,No,22.047167,0
8,2040,No,4,9,No,No,24.657433,0
3,2036,Yes,5,9,No,No,20.90114,2034
39,2039,Yes,6,18,Yes,Yes,23.168079,2036
13,2039,No,3,13,No,Yes,19.245884,0
17,2035,No,6,8,No,No,22.845713,0
31,2037,No,3,12,Yes,No,30.326279,2038
37,2038,Yes,6,9,Yes,Yes,19.402716,2036
37,2032,No,6,9,Yes,Yes,33.071835,2036
38,2038,Yes,7,9,No,No,24.118719,2036
37,2038,Yes,6,9,No,No,24.673538,2036
12,2035,No,5,10,No,No,16.130928,0
40,2037,Yes,4,9,No,Yes,21.933128,2036
37,2039,Yes,6,13,No,Yes,26.511515,2036
5,2033,No,4,19,Yes,No,19.882086,0
2,2032,No,6,14,Yes,Yes,33.206779,2034
23,2033,No,2,9,No,Yes,31.567778,0
25,2039,No,5,9,No,Yes,28.784594,0
39,2034,No,6,12,Yes,Yes,27.546055,2036
13,2037,No,3,12,No,Yes,24.159828,0
3,2034,Yes,5,12,Yes,Yes,23.82951,2034
10,2038,No,6,9,Yes,Yes,32.217224,0
22,2035,No,5,13,No,No,25.599653,0
19,2032,No,5,9,Yes,Yes,29.029997,0
14,2034,No,5,9,Yes,No,19.118532,0
34,2035,No,3,9,No,No,29.498934,2038
6,2039,No,6,10,Yes,No,20.425913,0
39,2038,Yes,6,9,No,Yes,24.493055,2036
29,2033,No,3,9,No,Yes,24.031986,0
21,2036,No,4,9,No,Yes,25.781673,0
14,2038,No,5,9,No,Yes,32.380859,0
32,2035,No,3,10,No,No,24.988882,2038
39,2033,No,6,17,No,Yes,28.991028,2036
33,2037,No,3,8,Yes,Yes,22.964909,2038
34,2035,No,3,9,Yes,Yes,21.413128,2038
18,2036,No,5,9,No,Yes,18.317633,0
39,2036,Yes,6,8,Yes,Yes,19.674925,2036
10,2037,No,6,9,Yes,Yes,27.475918,0
15,2035,No,5,9,Yes,Yes,25.255016,0
27,2032,No,6,10,No,Yes,13.933424,0
24,2039,No,5,9,Yes,Yes,19.144157,0
16,2033,No,3,9,Yes,Yes,30.747026,0
8,2038,No,4,9,Yes,No,30.141125,0
23,2035,No,2,9,Yes,Yes,31.597919,0
31,2033,No,3,9,Yes,No,21.107203,2038
6,2037,No,6,9,Yes,Yes,23.944191,0
31,2040,Yes,3,9,Yes,Yes,16.949236,2038
7,2035,No,5,9,Yes,No,33.537357,0
36,2033,No,3,9,Yes,Yes,30.336617,2036
5,2038,No,4,13,Yes,Yes,18.105988,0
33,2033,No,3,11,No,Yes,29.467665,2038
9,2040,No,3,9,Yes,Yes,21.077597,0
8,2035,No,4,11,Yes,No,20.120026,0
36,2035,No,3,8,Yes,No,24.99139,2036
32,2032,No,3,9,Yes,No,31.362564,2038
14,2032,No,5,12,Yes,No,27.949453,0
37,2040,Yes,6,9,Yes,No,18.344738,2036
36,2038,Yes,3,9,Yes,No,23.485504,2036
26,2034,No,4,11,Yes,Yes,36.001808,0
4,2038,No,5,13,Yes,No,22.331385,0
8,2032,No,4,11,Yes,Yes,18.565828,0
18,2040,No,5,8,No,Yes,26.206501,0
31,2037,No,3,9,Yes,Yes,24.861746,2038
25,2034,No,5,9,Yes,Yes,25.059046,0
33,2034,No,3,8,No,Yes,32.828842,2038
15,2040,No,5,9,No,No,30.199095,0
24,2039,No,5,11,No,Yes,27.277475,0
40,2036,Yes,4,10,Yes,Yes,23.200066,2036
35,2034,No,3,8,Yes,No,23.684401,2038
11,2036,No,7,0,No,Yes,19.266012,0
15,2036,No,5,9,No,No,25.144541,0
9,2039,No,3,11,Yes,Yes,25.341248,0
37,2040,Yes,6,13,Yes,Yes,19.761351,2036
21,2035,No,4,13,No,No,25.027143,0
32,2034,No,3,19,Yes,No,22.295513,2038
8,2032,No,4,11,No,Yes,24.970297,0
25,2032,No,5,10,No,No,19.162977,0
4,2035,No,5,10,Yes,Yes,25.14852,0
8,2036,No,4,11,No,Yes,23.028589,0
40,2039,Yes,4,9,Yes,Yes,28.379313,2036
27,2039,No,6,19,Yes,Yes,27.28764,0
27,2034,No,6,9,Yes,No,29.25359,0
14,2037,No,5,10,Yes,Yes,19.676376,0
4,2038,No,5,9,Yes,No,24.335489,0
11,2040,No,7,12,No,Yes,23.228559,0
12,2040,No,5,9,No,Yes,21.616386,0
1,2033,No,6,11,No,No,28.4093,2034
20,2036,No,4,12,No,Yes,17.225948,0
4,2039,No,5,8,No,Yes,22.43437,0
35,2032,No,3,19,No,Yes,16.641537,2038
35,2033,No,3,12,Yes,No,23.026665,2038
27,2037,No,6,9,No,Yes,20.202267,0
26,2035,No,4,17,Yes,No,32.618378,0
18,2039,No,5,9,Yes,Yes,32.858185,0
17,2035,No,6,10,Yes,Yes,30.088251,0
15,2039,No,5,9,Yes,No,24.3713,0
28,2034,No,3,9,Yes,Yes,15.072835,0
27,2033,No,6,19,Yes,No,29.591515,0
3,2034,Yes,5,9,No,Yes,20.001007,2034
14,2037,No,5,10,Yes,Yes,27.279259,0
39,2036,Yes,6,18,No,Yes,16.519741,2036
13,2039,No,3,9,No,Yes,32.260204,0
26,2037,No,4,9,No,No,32.535049,0
34,2033,No,3,9,No,Yes,32.44059,2038
14,2040,No,5,9,No,Yes,24.974508,0
7,2033,No,5,10,No,Yes,32.048107,0
28,2032,No,3,9,No,Yes,24.865141,0
7,2033,No,5,12,Yes,No,33.84417,0
21,2035,No,4,9,Yes,Yes,29.373652,0
16,2037,No,3,12,Yes,Yes,25.208189,0
40,2037,Yes,4,7,Yes,Yes,18.034262,2036
36,2033,No,3,13,Yes,No,29.992395,2036
38,2036,Yes,7,9,Yes,Yes,26.362745,2036
30,2040,No,6,11,No,No,18.417507,0
33,2039,Yes,3,9,No,No,19.915487,2038
30,2038,No,6,9,Yes,Yes,29.972443,0
3,2038,Yes,5,10,No,Yes,29.96854,2034
28,2036,No,3,12,No,Yes,25.27265,0
31,2035,No,3,9,Yes,No,29.165304,2038
15,2038,No,5,7,No,No,30.451427,0
15,2038,No,5,5,No,No,25.856739,0
1,2035,Yes,6,9,No,No,22.353897,2034
17,2039,No,6,11,Yes,No,25.591829,0
22,2034,No,5,19,Yes,No,32.984409,0
13,2036,No,3,9,Yes,Yes,27.736404,0
39,2035,No,6,9,Yes,No,29.81786,2036
27,2036,No,6,9,Yes,No,28.228159,0
8,2035,No,4,10,No,No,19.916368,0
31,2039,Yes,3,9,No,Yes,27.442398,2038
13,2038,No,3,8,Yes,Yes,28.449348,0
39,2040,Yes,6,10,Yes,Yes,20.634691,2036
17,2033,No,6,10,No,No,20.134676,0
4,2033,No,5,9,No,Yes,15.046969,0
34,2034,No,3,0,Yes,Yes,27.870405,2038
2,2033,No,6,10,Yes,Yes,19.665142,2034
2,2032,No,6,18,No,Yes,24.030787,2034
19,2033,No,5,9,Yes,Yes,35.878979,0
39,2036,Yes,6,9,No,Yes,16.94014,2036
22,2032,No,5,13,Yes,No,31.193365,0
28,2036,No,3,9,No,Yes,23.567959,0
2,2040,Yes,6,8,No,Yes,19.653532,2034
19,2036,No,5,9,Yes,Yes,24.561106,0
22,2040,No,5,10,No,Yes,22.086784,0
9,2036,No,3,11,Yes,Yes,19.618364,0
14,2037,No,5,10,No,Yes,28.348986,0
4,2036,No,5,9,No,No,36.009678,0
20,2037,No,4,13,Yes,No,21.642313,0
1,2034,Yes,6,11,No,No,25.472857,2034
27,2034,No,6,10,No,Yes,26.961786,0
13,2040,No,3,9,No,No,33.880035,0
11,2039,No,7,7,No,Yes,20.450251,0
32,2038,Yes,3,9,No,Yes,22.571276,2038
38,2039,Yes,7,9,No,No,20.900709,2036
1,2036,Yes,6,8,No,Yes,27.55061,2034
25,2039,No,5,7,No,Yes,22.890554,0
34,2033,No,3,9,No,Yes,30.195013,2038
6,2040,No,6,12,No,Yes,16.875412,0
34,2035,No,3,13,No,Yes,24.91341,2038
23,2034,No,2,9,Yes,No,22.409655,0
36,2034,No,3,8,No,Yes,25.781023,2036
34,2038,Yes,3,10,Yes,No,23.77441,2038
18,2035,No,5,11,Yes,Yes,32.702526,0
10,2036,No,6,9,No,Yes,19.532881,0
20,2035,No,4,13,Yes,Yes,27.064224,0
28,2040,No,3,9,No,Yes,22.195755,0
6,2034,No,6,8,Yes,Yes,29.2831,0
7,2038,No,5,12,Yes,Yes,21.775684,0
13,2035,No,3,9,No,Yes,30.680119,0
17,2039,No,6,11,No,No,33.037159,0
13,2039,No,3,9,No,No,23.366888,0
31,2038,Yes,3,9,Yes,No,24.734726,2038
38,2033,No,7,5,No,Yes,21.385349,2036
23,2034,No,2,9,No,No,28.907192,0
34,2036,No,3,9,Yes,Yes,25.8897,2038
36,2039,Yes,3,8,No,No,22.304754,2036
14,2033,No,5,7,No,Yes,25.076332,0
28,2033,No,3,11,No,Yes,30.02574,0
19,2039,No,5,12,No,No,21.801271,0
17,2033,No,6,9,Yes,No,29.685835,0
39,2035,No,6,7,No,Yes,20.360422,2036
26,2039,No,4,9,Yes,No,24.511049,0
38,2034,No,7,9,Yes,No,23.327225,2036
30,2036,No,6,9,Yes,No,33.286762,0
27,2038,No,6,9,Yes,No,20.94388,0
19,2037,No,5,9,No,No,25.631563,0
34,2035,No,3,12,Yes,No,25.221521,2038
13,2040,No,3,9,Yes,No,22.934559,0
24,2037,No,5,11,Yes,No,33.022446,0
2,2037,Yes,6,9,No,Yes,21.352329,2034
7,2036,No,5,18,Yes,No,30.281977,0
1,2034,Yes,6,11,No,Yes,33.131355,2034
8,2038,No,4,9,Yes,Yes,32.41238,0
35,2038,Yes,3,10,No,Yes,28.868095,2038
36,2032,No,3,11,No,Yes,27.52368,2036
16,2035,No,3,19,No,Yes,28.095768,0
27,2035,No,6,7,No,Yes,15.542336,0
40,2033,No,4,19,No,Yes,26.685612,2036
30,2038,No,6,8,Yes,No,24.977524,0
25,2037,No,5,9,No,No,28.668726,0
13,2035,No,3,9,No,Yes,22.521873,0
32,2039,Yes,3,9,No,Yes,32.10714,2038
35,2033,No,3,9,No,Yes,20.9942,2038
30,2040,No,6,10,No,Yes,17.597198,0
26,2035,No,4,9,Yes,Yes,28.382729,0
12,2039,No,5,7,No,Yes,29.320423,0
7,2038,No,5,7,Yes,Yes,21.419054,0
19,2039,No,5,9,Yes,Yes,24.635195,0
38,2035,No,7,11,No,Yes,18.412397,2036
34,2038,Yes,3,9,Yes,No,30.634624,2038
2,2033,No,6,10,No,Yes,21.941502,2034
32,2033,No,3,11,Yes,Yes,26.009268,2038
19,2037,No,5,9,Yes,No,23.251657,0
17,2039,No,6,9,No,No,20.192316,0
22,2035,No,5,9,Yes,No,19.776815,0
1,2039,Yes,6,13,No,Yes,21.049263,2034
29,2037,No,3,11,No,Yes,27.428787,0
34,2035,No,3,9,No,Yes,23.388603,2038
21,2037,No,4,10,No,No,25.881464,0
15,2032,No,5,12,Yes,No,25.761692,0
8,2035,No,4,12,Yes,Yes,30.956339,0
4,2037,No,5,12,No,Yes,19.319111,0
11,2036,No,7,9,Yes,Yes,18.281981,0
27,2038,No,6,10,No,Yes,29.327982,0
25,2039,No,5,10,No,Yes,18.701065,0
26,2033,No,4,10,No,Yes,24.032637,0
10,2040,No,6,7,No,No,22.305256,0
18,2034,No,5,7,No,No,26.914402,0
24,2032,No,5,7,No,No,29.797535,0
40,2038,Yes,4,9,No,No,24.905085,2036
26,2040,No,4,9,No,No,33.805405,0
31,2033,No,3,10,Yes,Yes,26.044535,2038
24,2038,No,5,15,No,Yes,22.180964,0
40,2038,Yes,4,8,Yes,Yes,19.448597,2036
11,2032,No,7,12,No,Yes,34.993999,0
23,2039,No,2,10,No,No,31.192076,0
32,2035,No,3,8,Yes,Yes,32.364513,2038
3,2037,Yes,5,9,Yes,Yes,31.723099,2034
20,2038,No,4,9,Yes,Yes,27.519121,0
32,2033,No,3,12,Yes,Yes,23.755966,2038
3,2037,Yes,5,9,Yes,Yes,28.355799,2034
5,2037,No,4,8,Yes,Yes,23.743147,0
14,2040,No,5,18,Yes,No,22.779772,0
1,2034,Yes,6,9,No,No,28.931145,2034
19,2036,No,5,11,Yes,Yes,32.289238,0
29,2034,No,3,11,Yes,Yes,25.640203,0
12,2035,No,5,9,No,Yes,29.849604,0
6,2033,No,6,14,No,Yes,34.859028,0
33,2032,No,3,14,Yes,Yes,31.974613,2038
17,2040,No,6,9,No,No,28.376858,0
7,2036,No,5,8,Yes,Yes,22.451794,0
38,2039,Yes,7,11,No,Yes,28.233156,2036
3,2032,No,5,9,Yes,Yes,24.953472,2034
25,2038,No,5,10,Yes,Yes,24.739521,0
25,2034,No,5,9,Yes,Yes,18.324236,0
23,2040,No,2,9,Yes,Yes,29.071144,0
33,2038,Yes,3,12,No,No,22.178764,2038
16,2037,No,3,10,Yes,No,31.529276,0
27,2036,No,6,9,No,Yes,29.359793,0
40,2032,No,4,9,Yes,Yes,25.021816,2036
26,2037,No,4,9,Yes,Yes,30.600046,0
23,2040,No,2,10,Yes,No,31.878748,0
4,2036,No,5,11,No,No,26.794771,0
9,2040,No,3,9,Yes,No,27.667164,0
11,2032,No,7,11,Yes,No,28.594421,0
7,2038,No,5,10,No,Yes,21.791534,0
4,2040,No,5,8,No,No,25.482029,0
39,2035,No,6,9,No,No,22.153078,2036
39,2039,Yes,6,10,No,Yes,21.038517,2036
21,2035,No,4,9,Yes,Yes,31.190254,0
13,2033,No,3,8,Yes,No,31.32612,0
34,2036,No,3,8,No,Yes,21.284052,2038
12,2034,No,5,7,No,No,29.287344,0
16,2039,No,3,9,No,Yes,19.382282,0
21,2035,No,4,9,No,No,29.719526,0
3,2032,No,5,9,Yes,Yes,16.175329,2034
14,2038,No,5,12,Yes,Yes,35.121136,0
15,2040,No,5,8,No,Yes,30.495459,0
24,2033,No,5,9,Yes,Yes,31.012163,0
25,2033,No,5,9,No,No,21.554413,0
34,2032,No,3,9,Yes,No,32.650444,2038
14,2033,No,5,7,No,Yes,30.857637,0
32,2034,No,3,10,Yes,No,25.179543,2038
14,2032,No,5,12,Yes,Yes,25.306253,0
20,2033,No,4,12,Yes,No,22.995199,0
29,2033,No,3,9,No,No,32.801052,0
30,2036,No,6,17,No,Yes,28.425409,0
22,2033,No,5,14,No,Yes,27.431973,0
36,2032,No,3,18,No,Yes,23.451679,2036
21,2032,No,4,11,No,Yes,18.125793,0
16,2037,No,3,9,Yes,No,23.586124,0
6,2033,No,6,9,Yes,No,26.549093,0
31,2033,No,3,9,Yes,Yes,26.920267,2038
31,2038,Yes,3,10,No,Yes,19.935114,2038
29,2034,No,3,9,Yes,No,36.38361,0
17,2040,No,6,9,No,No,26.679134,0
29,2037,No,3,7,Yes,Yes,15.135105,0
12,2039,No,5,14,No,Yes,33.039177,0
14,2037,No,5,10,No,Yes,29.559595,0
33,2034,No,3,4,No,Yes,31.475521,2038
10,2035,No,6,9,Yes,Yes,29.183039,0
37,2038,Yes,6,11,No,Yes,17.058634,2036
37,2037,Yes,6,10,No,No,23.731665,2036
20,2033,No,4,9,Yes,No,32.781128,0
11,2038,No,7,9,No,Yes,21.973322,0
2,2038,Yes,6,10,Yes,Yes,23.420696,2034
37,2039,Yes,6,7,Yes,No,29.946022,2036
5,2037,No,4,11,No,Yes,19.513514,0
5,2034,No,4,10,Yes,Yes,29.108242,0
27,2036,No,6,8,No,Yes,21.063095,0
21,2039,No,4,0,No,Yes,24.419497,0
10,2035,No,6,12,No,No,27.505266,0
3,2037,Yes,5,11,Yes,Yes,18.928297,2034
23,2039,No,2,9,Yes,No,31.949739,0
18,2032,No,5,10,Yes,Yes,21.235077,0
6,2036,No,6,7,Yes,No,25.787354,0
11,2035,No,7,13,Yes,No,32.367889,0
11,2033,No,7,11,No,Yes,22.550526,0
26,2037,No,4,11,Yes,Yes,33.886341,0
22,2037,No,5,13,Yes,No,25.210272,0
1,2038,Yes,6,8,Yes,Yes,21.596388,2034
12,2034,No,5,17,No,No,17.882048,0
21,2035,No,4,11,No,Yes,34.899319,0
26,2039,No,4,10,No,No,27.76281,0
9,2037,No,3,9,No,No,28.454931,0
4,2032,No,5,9,Yes,No,19.803228,0
36,2040,Yes,3,7,Yes,No,33.907215,2036
39,2038,Yes,6,10,No,Yes,24.611103,2036
29,2032,No,3,9,Yes,Yes,25.612076,0
29,2033,No,3,9,Yes,Yes,18.934134,0
17,2035,No,6,9,No,Yes,30.598278,0
3,2034,Yes,5,12,No,Yes,17.458208,2034
39,2033,No,6,9,Yes,No,33.151817,2036
24,2037,No,5,9,Yes,Yes,25.233206,0
22,2037,No,5,8,No,Yes,22.391827,0
2,2037,Yes,6,12,Yes,Yes,20.874636,2034
28,2040,No,3,11,No,Yes,31.030661,0
20,2037,No,4,9,Yes,Yes,25.494631,0
28,2038,No,3,9,Yes,Yes,25.34284,0
32,2036,No,3,9,Yes,Yes,21.197943,2038
3,2034,Yes,5,8,No,No,22.992775,2034
11,2036,No,7,10,Yes,No,16.554682,0
30,2040,No,6,9,Yes,No,23.968523,0
34,2040,Yes,3,7,Yes,No,32.231331,2038
12,2033,No,5,9,No,Yes,23.292154,0
21,2034,No,4,9,Yes,No,27.832096,0
14,2037,No,5,9,Yes,No,25.467873,0
1,2036,Yes,6,11,Yes,No,23.985235,2034
26,2036,No,4,9,Yes,No,19.105524,0
13,2036,No,3,9,No,Yes,18.775627,0
21,2039,No,4,11,Yes,Yes,25.900213,0
21,2039,No,4,9,Yes,No,25.718073,0
29,2032,No,3,9,No,No,22.406786,0
16,2037,No,3,11,Yes,No,37.856724,0
22,2039,No,5,9,No,Yes,19.83445,0
13,2038,No,3,11,Yes,Yes,21.733133,0
31,2034,No,3,13,No,No,19.720106,2038
18,2035,No,5,9,Yes,Yes,20.318085,0
15,2033,No,5,9,No,No,27.731222,0
29,2033,No,3,11,No,Yes,16.745237,0
16,2040,No,3,1,No,Yes,24.52754,0
6,2040,No,6,12,No,No,35.241192,0
1,2036,Yes,6,15,Yes,Yes,29.062368,2034
35,2039,Yes,3,9,Yes,No,19.011862,2038
10,2032,No,6,8,Yes,No,25.954119,0
8,2039,No,4,9,No,Yes,25.485535,0
19,2032,No,5,12,Yes,No,27.080141,0
24,2035,No,5,11,No,No,19.940193,0
5,2034,No,4,17,No,Yes,26.412077,0
3,2040,Yes,5,10,No,Yes,30.477425,2034
7,2036,No,5,9,Yes,No,26.166462,0
6,2036,No,6,11,No,Yes,34.876316,0
22,2035,No,5,14,Yes,Yes,28.400585,0
